,trp1_l43,his1_l43,trp1_l44,his1_l44,trp1_l49,his1_l49
DBD:DHDr2_17_B:AD:ZCON_37_resurf_B,778.0,3.0,69.0,8.0,11.0,9.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_A,275.0,6.0,97.0,2.0,20.0,59.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_B,742.0,34.0,495.0,44.0,32.0,27.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_cutT2_A,1634.0,75.0,325.0,36.0,24.0,14.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_cutT2_B,1574.0,62.0,470.0,43.0,36.0,13.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_cutT4_A,15.0,0.0,301.0,67.0,75.0,0.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_cutT4_B,712.0,20.0,409.0,61.0,54.0,1.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_cutT6_A,3.0,1.0,284.0,22.0,27.0,3.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_cutT6_B,1208.0,207.0,158.0,8.0,39.0,3.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_resurf_A,1549.0,253.0,248.0,109.0,13.0,5.0
DBD:DHDr2_17_B:AD:ZCON_VR_2_resurf_B,389.0,47.0,200.0,21.0,16.0,101.0
DBD:DHDr2_17_B:AD:mALb8_A,947.0,87.0,250.0,35.0,30.0,30.0
DBD:DHDr2_17_B:AD:mALb8_B,284.0,16.0,179.0,1.0,25.0,5.0
DBD:DHDr2_17_B:AD:mALb8_cutT1_A,170.0,31.0,230.0,29.0,28.0,1.0
DBD:DHDr2_17_B:AD:mALb8_cutT1_B,833.0,29.0,497.0,230.0,42.0,20.0
DBD:DHDr2_17_B:AD:mALb8_cutT2_A,447.0,84.0,274.0,27.0,19.0,4.0
DBD:DHDr2_17_B:AD:mALb8_cutT2_B,130.0,2.0,502.0,9.0,43.0,7.0
DBD:DHDr2_17_B:AD:mALb8_cutT3_A,253.0,7.0,241.0,3.0,41.0,0.0
DBD:DHDr2_17_B:AD:mALb8_cutT3_B,453.0,58.0,95.0,5.0,38.0,2.0
DBD:DHDr2_17_B:AD:mALb8_cutT4_B,1572.0,7.0,35.0,11.0,32.0,6.0
DBD:DHDr2_18_A:AD:A_ZCON_13,688.0,11.0,269.0,92.0,4.0,3.0
DBD:DHDr2_18_A:AD:A_ZCON_150,3784.0,168.0,447.0,118.0,25.0,1.0
DBD:DHDr2_18_A:AD:A_ZCON_154,5048.0,445.0,529.0,51.0,66.0,11.0
DBD:DHDr2_18_A:AD:A_ZCON_155,2140.0,62.0,444.0,26.0,69.0,12.0
DBD:DHDr2_18_A:AD:A_ZCON_15_re_loop,1901.0,237.0,317.0,52.0,14.0,7.0
DBD:DHDr2_18_A:AD:A_ZCON_162,971.0,87.0,177.0,12.0,30.0,1.0
DBD:DHDr2_18_A:AD:A_ZCON_37_3,503.0,2.0,181.0,33.0,24.0,2.0
DBD:DHDr2_18_A:AD:A_ZCON_37,1847.0,53.0,336.0,28.0,22.0,4.0
DBD:DHDr2_18_A:AD:A_ZCON_6,342.0,92.0,492.0,180.0,41.0,4.0
DBD:DHDr2_18_A:AD:B_ZCON_13,1046.0,42.0,260.0,159.0,28.0,3.0
DBD:DHDr2_18_A:AD:B_ZCON_150,1788.0,439.0,417.0,39.0,24.0,5.0
DBD:DHDr2_18_A:AD:B_ZCON_154,4488.0,513.0,387.0,68.0,53.0,15.0
DBD:DHDr2_18_A:AD:B_ZCON_155,605.0,10.0,132.0,19.0,4.0,13.0
DBD:DHDr2_18_A:AD:B_ZCON_15_re_loop,1811.0,257.0,414.0,172.0,63.0,13.0
DBD:DHDr2_18_A:AD:B_ZCON_162,3921.0,263.0,210.0,40.0,70.0,461.0
DBD:DHDr2_18_A:AD:B_ZCON_37_3,167.0,0.0,334.0,28.0,26.0,8.0
DBD:DHDr2_18_A:AD:B_ZCON_37,16.0,6.0,450.0,56.0,19.0,4.0
DBD:DHDr2_18_A:AD:B_ZCON_6,521.0,584.0,153.0,148.0,28.0,15.0
DBD:DHDr2_18_A:AD:DHDr2_00_A,611.0,59.0,762.0,91.0,30.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_00_B,592.0,4.0,79.0,13.0,18.0,7.0
DBD:DHDr2_18_A:AD:DHDr2_01_A,279.0,0.0,126.0,16.0,10.0,0.0
DBD:DHDr2_18_A:AD:DHDr2_01_B,616.0,33.0,191.0,46.0,14.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_02_A,98.0,34.0,62.0,23.0,6.0,6.0
DBD:DHDr2_18_A:AD:DHDr2_02_B,518.0,38.0,208.0,30.0,56.0,1.0
DBD:DHDr2_18_A:AD:DHDr2_03_A,674.0,79.0,278.0,27.0,8.0,3.0
DBD:DHDr2_18_A:AD:DHDr2_03_B,4884.0,171.0,432.0,44.0,48.0,60.0
DBD:DHDr2_18_A:AD:DHDr2_04_A,4079.0,213.0,357.0,40.0,19.0,4.0
DBD:DHDr2_18_A:AD:DHDr2_04_B,2965.0,149.0,534.0,58.0,46.0,37.0
DBD:DHDr2_18_A:AD:DHDr2_05_A,660.0,107.0,185.0,7.0,24.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_05_B,3104.0,340.0,615.0,81.0,74.0,1.0
DBD:DHDr2_18_A:AD:DHDr2_06_A,2494.0,36.0,299.0,10.0,20.0,12.0
DBD:DHDr2_18_A:AD:DHDr2_06_B,117.0,0.0,288.0,44.0,17.0,1.0
DBD:DHDr2_18_A:AD:DHDr2_07_A,652.0,8.0,294.0,78.0,41.0,6.0
DBD:DHDr2_18_A:AD:DHDr2_07_B,1490.0,371.0,166.0,153.0,27.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_08_A,1950.0,166.0,216.0,24.0,24.0,9.0
DBD:DHDr2_18_A:AD:DHDr2_08_B,1801.0,199.0,253.0,29.0,28.0,16.0
DBD:DHDr2_18_A:AD:DHDr2_09_A,1355.0,89.0,207.0,57.0,31.0,8.0
DBD:DHDr2_18_A:AD:DHDr2_09_B,429.0,8.0,229.0,225.0,10.0,5.0
DBD:DHDr2_18_A:AD:DHDr2_10_A,1629.0,69.0,501.0,74.0,14.0,5.0
DBD:DHDr2_18_A:AD:DHDr2_10_B,1972.0,63.0,137.0,9.0,23.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_11_A,512.0,35.0,145.0,21.0,11.0,0.0
DBD:DHDr2_18_A:AD:DHDr2_11_B,2378.0,108.0,454.0,42.0,98.0,10.0
DBD:DHDr2_18_A:AD:DHDr2_12_A,158.0,19.0,63.0,12.0,3.0,5.0
DBD:DHDr2_18_A:AD:DHDr2_12_B,3645.0,165.0,334.0,56.0,24.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_13_A,828.0,110.0,272.0,85.0,35.0,20.0
DBD:DHDr2_18_A:AD:DHDr2_13_B,1688.0,154.0,547.0,10.0,32.0,1.0
DBD:DHDr2_18_A:AD:DHDr2_14_A,551.0,108.0,302.0,24.0,12.0,1.0
DBD:DHDr2_18_A:AD:DHDr2_14_B,964.0,130.0,90.0,16.0,16.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_15_A,1563.0,367.0,367.0,14.0,34.0,0.0
DBD:DHDr2_18_A:AD:DHDr2_15_B,2887.0,185.0,441.0,53.0,6.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_16_A,1177.0,141.0,467.0,62.0,6.0,2.0
DBD:DHDr2_18_A:AD:DHDr2_16_B,1380.0,266.0,243.0,28.0,50.0,1.0
DBD:DHDr2_18_A:AD:DHDr2_17_A,577.0,20.0,15.0,2.0,3.0,7.0
DBD:DHDr2_18_A:AD:DHDr2_17_B,2488.0,131.0,426.0,219.0,12.0,5.0
DBD:DHDr2_18_A:AD:DHDr2_18_A,954.0,7.0,352.0,36.0,22.0,3.0
DBD:DHDr2_18_A:AD:DHDr2_18_B,3035.0,68.0,461.0,19.0,60.0,3.0
DBD:DHDr2_18_A:AD:DHDr2_19_A,1783.0,115.0,253.0,10.0,14.0,4.0
DBD:DHDr2_18_A:AD:DHDr2_19_B,2798.0,225.0,454.0,69.0,40.0,37.0
DBD:DHDr2_18_A:AD:DHDr2_20_A,764.0,3.0,279.0,27.0,20.0,1.0
DBD:DHDr2_18_A:AD:DHDr2_20_B,3566.0,34.0,344.0,796.0,20.0,2.0
DBD:DHDr2_18_A:AD:ZCON_150_LL_A,1173.0,11.0,509.0,62.0,38.0,2.0
DBD:DHDr2_18_A:AD:ZCON_150_LL_B,5232.0,128.0,440.0,36.0,55.0,6.0
DBD:DHDr2_18_A:AD:ZCON_150_resurf_A,1396.0,184.0,651.0,280.0,14.0,1.0
DBD:DHDr2_18_A:AD:ZCON_150_resurf_B,2867.0,33123.0,299.0,63.0,35.0,4.0
DBD:DHDr2_18_A:AD:ZCON_152_A,1048.0,56.0,99.0,7.0,3.0,0.0
DBD:DHDr2_18_A:AD:ZCON_152_B,898.0,79.0,164.0,5.0,25.0,3.0
DBD:DHDr2_18_A:AD:ZCON_152_T2_A,351.0,72.0,259.0,20.0,40.0,0.0
DBD:DHDr2_18_A:AD:ZCON_152_T2_B,20.0,36.0,321.0,54.0,15.0,7.0
DBD:DHDr2_18_A:AD:ZCON_152_T4_A,859.0,48.0,316.0,81.0,54.0,3.0
DBD:DHDr2_18_A:AD:ZCON_152_T4_B,83.0,0.0,164.0,18.0,29.0,0.0
DBD:DHDr2_18_A:AD:ZCON_154_LL_A,5893.0,213.0,816.0,253.0,85.0,20.0
DBD:DHDr2_18_A:AD:ZCON_154_LL_B,2629.0,110.0,829.0,156.0,54.0,17.0
DBD:DHDr2_18_A:AD:ZCON_154_resurf_A,686.0,8.0,297.0,66.0,13.0,5.0
DBD:DHDr2_18_A:AD:ZCON_154_resurf_B,990.0,107.0,125.0,38.0,28.0,5.0
DBD:DHDr2_18_A:AD:ZCON_155_LL_A,4515.0,898.0,834.0,9107.0,185.0,2.0
DBD:DHDr2_18_A:AD:ZCON_155_LL_B,4324.0,508.0,508.0,169.0,49.0,22.0
DBD:DHDr2_18_A:AD:ZCON_155_cutT2_A,318.0,2.0,575.0,29.0,24.0,3.0
DBD:DHDr2_18_A:AD:ZCON_155_cutT2_B,1111.0,6.0,390.0,90.0,67.0,12.0
DBD:DHDr2_18_A:AD:ZCON_155_cutT4_A,25.0,0.0,153.0,4.0,135.0,9.0
DBD:DHDr2_18_A:AD:ZCON_155_cutT4_B,6.0,0.0,346.0,19.0,84.0,1.0
DBD:DHDr2_18_A:AD:ZCON_155_cutT5_A,328.0,4.0,240.0,30.0,38.0,0.0
DBD:DHDr2_18_A:AD:ZCON_155_cutT5_B,710.0,10.0,794.0,120.0,196.0,4.0
DBD:DHDr2_18_A:AD:ZCON_155_resurf_A,3734.0,134087.0,870.0,91.0,126.0,17.0
DBD:DHDr2_18_A:AD:ZCON_155_resurf_B,362.0,42.0,368.0,124.0,31.0,14.0
DBD:DHDr2_18_A:AD:ZCON_15_re_loop_LL_A,1519.0,16.0,249.0,17.0,28.0,14.0
DBD:DHDr2_18_A:AD:ZCON_15_re_loop_LL_B,5235.0,280.0,937.0,67.0,101.0,45.0
DBD:DHDr2_18_A:AD:ZCON_15_re_loop_resurf_A,1497.0,260.0,309.0,67.0,17.0,8.0
DBD:DHDr2_18_A:AD:ZCON_15_re_loop_resurf_B,1696.0,66.0,647.0,82.0,30.0,1.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_A,2598.0,151.0,441.0,86.0,37.0,1.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_B,5.0,0.0,4.0,0.0,3.0,4.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_A,799.0,8.0,277.0,13.0,26.0,0.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_B,2014.0,23.0,756.0,108.0,74.0,3.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_cutT2_A,2161.0,21.0,370.0,27.0,29.0,0.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_cutT2_B,4966.0,257.0,1269.0,248.0,133.0,44.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_cutT4_A,923.0,14.0,285.0,15.0,56.0,4.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_cutT4_B,249.0,2.0,341.0,15.0,104.0,2.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_cutT6_A,468.0,12.0,393.0,8.0,86.0,3.0
DBD:DHDr2_18_A:AD:ZCON_2_CC_resurf_cutT6_B,6.0,0.0,289.0,59.0,30.0,1.0
DBD:DHDr2_18_A:AD:ZCON_37_LL_A,3835.0,102.0,542.0,38.0,50.0,11.0
DBD:DHDr2_18_A:AD:ZCON_37_LL_B,1531.0,92.0,522.0,229.0,66.0,16.0
DBD:DHDr2_18_A:AD:ZCON_37_resurf_A,1224.0,53.0,185.0,15.0,28.0,2.0
DBD:DHDr2_18_A:AD:ZCON_37_resurf_B,270.0,6.0,150.0,6.0,16.0,0.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_A,380.0,17.0,107.0,3.0,29.0,27.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_B,1316.0,241.0,389.0,34.0,65.0,9.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_cutT2_A,2790.0,69.0,363.0,36.0,44.0,3.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_cutT2_B,1523.0,263.0,274.0,25.0,48.0,3.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_cutT4_A,2555.0,112.0,722.0,1926.0,58.0,1.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_cutT4_B,634.0,32.0,533.0,89.0,72.0,0.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_cutT6_A,650.0,88.0,419.0,60.0,69.0,8.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_cutT6_B,274.0,2.0,287.0,29.0,58.0,0.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_resurf_A,662.0,213.0,309.0,56.0,12.0,4.0
DBD:DHDr2_18_A:AD:ZCON_VR_2_resurf_B,2107.0,259.0,423.0,78.0,29.0,38.0
DBD:DHDr2_18_A:AD:mALb8_A,502.0,14.0,623.0,8483.0,55.0,11.0
DBD:DHDr2_18_A:AD:mALb8_B,185.0,31.0,167.0,26.0,37.0,2.0
DBD:DHDr2_18_A:AD:mALb8_cutT1_A,777.0,92.0,375.0,62.0,20.0,0.0
DBD:DHDr2_18_A:AD:mALb8_cutT1_B,686.0,23.0,538.0,54.0,57.0,6.0
DBD:DHDr2_18_A:AD:mALb8_cutT2_A,3.0,0.0,326.0,22.0,47.0,0.0
DBD:DHDr2_18_A:AD:mALb8_cutT2_B,4.0,7.0,360.0,21.0,56.0,3.0
DBD:DHDr2_18_A:AD:mALb8_cutT3_A,550.0,46.0,126.0,8.0,56.0,0.0
DBD:DHDr2_18_A:AD:mALb8_cutT3_B,779.0,46.0,213.0,25.0,59.0,0.0
DBD:DHDr2_18_A:AD:mALb8_cutT4_A,2.0,0.0,357.0,15.0,43.0,2.0
DBD:DHDr2_18_A:AD:mALb8_cutT4_B,2.0,0.0,164.0,8.0,19.0,0.0
DBD:DHDr2_18_B:AD:A_ZCON_13,306.0,53.0,102.0,26.0,10.0,0.0
DBD:DHDr2_18_B:AD:A_ZCON_150,1905.0,269.0,173.0,47.0,6.0,0.0
DBD:DHDr2_18_B:AD:A_ZCON_154,3791.0,191.0,457.0,11.0,33.0,3.0
DBD:DHDr2_18_B:AD:A_ZCON_155,1036.0,42.0,180.0,31.0,44.0,3.0
DBD:DHDr2_18_B:AD:A_ZCON_15_re_loop,287.0,15.0,166.0,22.0,8.0,0.0
DBD:DHDr2_18_B:AD:A_ZCON_162,10.0,5.0,260.0,42.0,13.0,9.0
DBD:DHDr2_18_B:AD:A_ZCON_37_3,729.0,67.0,40.0,18.0,5.0,1.0
DBD:DHDr2_18_B:AD:A_ZCON_37,1260.0,12.0,210.0,40.0,17.0,2.0
DBD:DHDr2_18_B:AD:A_ZCON_6,9.0,9.0,89.0,38.0,14.0,1.0
DBD:DHDr2_18_B:AD:B_ZCON_13,934.0,237.0,216.0,12.0,11.0,0.0
DBD:DHDr2_18_B:AD:B_ZCON_150,716.0,80.0,205.0,20.0,10.0,0.0
DBD:DHDr2_18_B:AD:B_ZCON_154,2931.0,226.0,346.0,52.0,14.0,0.0
DBD:DHDr2_18_B:AD:B_ZCON_155,1.0,7.0,174.0,69.0,6.0,2.0
DBD:DHDr2_18_B:AD:B_ZCON_15_re_loop,3196.0,144.0,251.0,49.0,24.0,4.0
DBD:DHDr2_18_B:AD:B_ZCON_162,945.0,289.0,264.0,116.0,16.0,6.0
DBD:DHDr2_18_B:AD:B_ZCON_37_3,85.0,57.0,220.0,30.0,10.0,1.0
DBD:DHDr2_18_B:AD:B_ZCON_37,559.0,45.0,304.0,89.0,7.0,2.0
DBD:DHDr2_18_B:AD:B_ZCON_6,1093.0,309.0,172.0,85.0,6.0,3.0
DBD:DHDr2_18_B:AD:DHDr2_00_A,1013.0,11.0,167.0,23.0,10.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_00_B,547.0,52.0,221.0,52.0,15.0,1.0
DBD:DHDr2_18_B:AD:DHDr2_01_A,29.0,0.0,17.0,3.0,2.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_01_B,464.0,10.0,287.0,40.0,9.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_02_A,519.0,9.0,61.0,3.0,8.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_02_B,982.0,65.0,152.0,10.0,8.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_03_A,446.0,180.0,120.0,120.0,3.0,5.0
DBD:DHDr2_18_B:AD:DHDr2_03_B,619.0,17.0,199.0,16.0,15.0,6.0
DBD:DHDr2_18_B:AD:DHDr2_04_A,1148.0,75.0,262.0,25.0,8.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_04_B,405.0,3.0,276.0,13.0,8.0,2.0
DBD:DHDr2_18_B:AD:DHDr2_05_A,622.0,47.0,159.0,18.0,6.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_05_B,1849.0,119.0,231.0,22.0,33.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_06_A,1250.0,12.0,138.0,8.0,15.0,3.0
DBD:DHDr2_18_B:AD:DHDr2_06_B,336.0,19.0,230.0,25.0,6.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_07_A,501.0,35.0,279.0,105.0,10.0,3.0
DBD:DHDr2_18_B:AD:DHDr2_07_B,1431.0,23.0,199.0,76.0,11.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_08_A,827.0,73.0,156.0,2.0,5.0,2.0
DBD:DHDr2_18_B:AD:DHDr2_08_B,1043.0,111.0,189.0,52.0,5.0,1.0
DBD:DHDr2_18_B:AD:DHDr2_09_A,659.0,170.0,181.0,55.0,13.0,2.0
DBD:DHDr2_18_B:AD:DHDr2_09_B,92.0,4.0,19.0,4.0,6.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_10_A,7.0,5.0,166.0,17.0,7.0,1.0
DBD:DHDr2_18_B:AD:DHDr2_10_B,122.0,1.0,83.0,26.0,14.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_11_A,342.0,14.0,235.0,7.0,7.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_11_B,412.0,173.0,393.0,29.0,27.0,1.0
DBD:DHDr2_18_B:AD:DHDr2_12_A,163.0,11.0,113.0,6.0,1.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_12_B,666.0,86.0,217.0,66.0,39.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_13_A,1665.0,56.0,304.0,41.0,8.0,2.0
DBD:DHDr2_18_B:AD:DHDr2_13_B,982.0,28.0,419.0,130.0,16.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_14_A,584.0,47.0,50.0,27.0,5.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_14_B,389.0,69.0,238.0,51.0,4.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_15_A,1134.0,19.0,177.0,24.0,19.0,2.0
DBD:DHDr2_18_B:AD:DHDr2_15_B,163.0,1.0,183.0,38.0,5.0,1.0
DBD:DHDr2_18_B:AD:DHDr2_16_A,512.0,51.0,257.0,65.0,3.0,3.0
DBD:DHDr2_18_B:AD:DHDr2_16_B,484.0,38.0,146.0,14.0,14.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_17_B,1202.0,190.0,153.0,31.0,5.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_18_A,115.0,18.0,248.0,27.0,13.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_18_B,73.0,0.0,418.0,38.0,20.0,0.0
DBD:DHDr2_18_B:AD:DHDr2_19_A,1735.0,118.0,321.0,56.0,7.0,1.0
DBD:DHDr2_18_B:AD:DHDr2_19_B,782.0,325.0,197.0,17.0,17.0,6.0
DBD:DHDr2_18_B:AD:DHDr2_20_A,1323.0,43.0,128.0,12.0,4.0,1.0
DBD:DHDr2_18_B:AD:DHDr2_20_B,1711.0,76.0,169.0,15.0,12.0,2.0
DBD:DHDr2_18_B:AD:ZCON_150_LL_A,5007.0,70.0,543.0,70.0,16.0,6.0
DBD:DHDr2_18_B:AD:ZCON_150_LL_B,1629.0,336.0,595.0,60.0,27.0,0.0
DBD:DHDr2_18_B:AD:ZCON_150_resurf_A,711.0,65.0,85.0,3.0,9.0,19.0
DBD:DHDr2_18_B:AD:ZCON_150_resurf_B,766.0,53.0,368.0,40.0,11.0,0.0
DBD:DHDr2_18_B:AD:ZCON_152_A,1492.0,287.0,106.0,21.0,1.0,0.0
DBD:DHDr2_18_B:AD:ZCON_152_B,585.0,30.0,72.0,2.0,8.0,0.0
DBD:DHDr2_18_B:AD:ZCON_152_T2_A,198.0,13.0,205.0,18.0,33.0,0.0
DBD:DHDr2_18_B:AD:ZCON_152_T2_B,475.0,63.0,240.0,2548.0,9.0,1.0
DBD:DHDr2_18_B:AD:ZCON_152_T4_A,1.0,0.0,78.0,2.0,17.0,0.0
DBD:DHDr2_18_B:AD:ZCON_152_T4_B,326.0,66.0,101.0,8.0,7.0,0.0
DBD:DHDr2_18_B:AD:ZCON_154_LL_A,1178.0,148.0,513.0,98.0,44.0,5.0
DBD:DHDr2_18_B:AD:ZCON_154_LL_B,1598.0,220.0,548.0,99.0,26.0,4.0
DBD:DHDr2_18_B:AD:ZCON_154_resurf_A,689.0,93.0,398.0,60.0,3.0,0.0
DBD:DHDr2_18_B:AD:ZCON_154_resurf_B,1073.0,95.0,187.0,38.0,7.0,0.0
DBD:DHDr2_18_B:AD:ZCON_155_LL_A,981.0,77.0,874.0,102.0,63.0,2.0
DBD:DHDr2_18_B:AD:ZCON_155_LL_B,1011.0,199.0,393.0,85.0,24.0,5.0
DBD:DHDr2_18_B:AD:ZCON_155_cutT2_A,2.0,0.0,163.0,12.0,18.0,0.0
DBD:DHDr2_18_B:AD:ZCON_155_cutT2_B,0.0,2.0,264.0,12.0,14.0,2.0
DBD:DHDr2_18_B:AD:ZCON_155_cutT4_A,205.0,1.0,308.0,51.0,18.0,0.0
DBD:DHDr2_18_B:AD:ZCON_155_cutT4_B,1.0,0.0,405.0,84.0,37.0,0.0
DBD:DHDr2_18_B:AD:ZCON_155_cutT5_B,4.0,0.0,518.0,60.0,72.0,2.0
DBD:DHDr2_18_B:AD:ZCON_155_resurf_A,2082.0,134.0,380.0,26.0,80.0,2.0
DBD:DHDr2_18_B:AD:ZCON_155_resurf_B,481.0,256.0,179.0,18.0,5.0,1.0
DBD:DHDr2_18_B:AD:ZCON_15_re_loop_LL_A,2498.0,168.0,291.0,26.0,11.0,2.0
DBD:DHDr2_18_B:AD:ZCON_15_re_loop_LL_B,1067.0,85.0,237.0,18.0,34.0,1.0
DBD:DHDr2_18_B:AD:ZCON_15_re_loop_resurf_A,387.0,21.0,206.0,21.0,4.0,3.0
DBD:DHDr2_18_B:AD:ZCON_15_re_loop_resurf_B,414.0,145.0,455.0,60.0,14.0,0.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_A,3369.0,90.0,235.0,8.0,17.0,0.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_B,582.0,32.0,7.0,0.0,2.0,1.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_A,1623.0,36.0,129.0,17.0,6.0,1.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_B,1140.0,34.0,170.0,9.0,34.0,0.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_cutT2_A,902.0,65.0,337.0,30.0,9.0,0.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_cutT2_B,4221.0,39300.0,409.0,59.0,34.0,3.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_cutT4_A,278.0,71.0,183.0,3.0,11.0,0.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_cutT4_B,2074.0,77.0,221.0,16189.0,21.0,0.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_cutT6_A,1.0,0.0,179.0,9.0,23.0,0.0
DBD:DHDr2_18_B:AD:ZCON_2_CC_resurf_cutT6_B,1.0,0.0,163.0,18.0,6.0,1.0
DBD:DHDr2_18_B:AD:ZCON_37_LL_A,1671.0,60.0,231.0,10.0,22.0,1.0
DBD:DHDr2_18_B:AD:ZCON_37_LL_B,2826.0,38.0,313.0,146.0,18.0,1.0
DBD:DHDr2_18_B:AD:ZCON_37_resurf_B,889.0,88.0,284.0,41.0,4.0,1.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_A,244.0,12.0,115.0,7.0,8.0,6.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_B,141.0,25.0,668.0,146.0,6.0,1.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_cutT2_A,1842.0,28.0,256.0,38.0,15.0,0.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_cutT2_B,739.0,38.0,125.0,5.0,17.0,0.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_cutT4_A,7.0,0.0,189.0,6.0,17.0,1.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_cutT4_B,738.0,11.0,220.0,48.0,24.0,2.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_cutT6_A,5.0,2.0,244.0,42.0,15.0,0.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_cutT6_B,571.0,3.0,237.0,26.0,12.0,0.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_resurf_A,468.0,32.0,194.0,32.0,3.0,0.0
DBD:DHDr2_18_B:AD:ZCON_VR_2_resurf_B,1475.0,5673.0,372.0,22.0,8.0,5.0
DBD:DHDr2_18_B:AD:mALb8_A,597.0,87.0,277.0,71.0,15.0,2.0
DBD:DHDr2_18_B:AD:mALb8_B,190.0,17.0,190.0,4.0,22.0,1.0
DBD:DHDr2_18_B:AD:mALb8_cutT1_A,350.0,85.0,101.0,9.0,12.0,0.0
DBD:DHDr2_18_B:AD:mALb8_cutT1_B,1306.0,72.0,202.0,45.0,15.0,0.0
DBD:DHDr2_18_B:AD:mALb8_cutT2_A,1.0,0.0,130.0,20.0,16.0,0.0
DBD:DHDr2_18_B:AD:mALb8_cutT2_B,485.0,0.0,340.0,0.0,17.0,1.0
DBD:DHDr2_18_B:AD:mALb8_cutT3_A,1.0,3.0,240.0,12.0,12.0,0.0
DBD:DHDr2_18_B:AD:mALb8_cutT4_A,1.0,0.0,98.0,4.0,12.0,0.0
DBD:DHDr2_19_A:AD:A_ZCON_13,16.0,13.0,164.0,20.0,11.0,0.0
